user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,attention_intensity,fragmentation,time_bucket
1062,2025-03-19,Facebook,Social,43.85,1,3,False,0.06841505131128849,0.02280501710376283,20+
1019,2025-03-20,Netflix,Entertainment,32.99,2,4,False,0.12124886329190664,0.06062443164595332,20+
1099,2025-03-21,Netflix,Entertainment,12.09,0,6,False,0.49627791563275436,0.0,10-20
1043,2025-03-22,Chrome,Utilities,33.17,3,5,False,0.1507386192342478,0.09044317154054868,20+
1086,2025-03-23,Snapchat,Social,21.21,2,6,False,0.2828854314002829,0.0942951438000943,20+
1058,2025-03-24,Twitter,Social,8.03,1,5,False,0.6226650062266501,0.12453300124533002,5-10
1090,2025-03-25,Chrome,Utilities,27.75,1,4,False,0.14414414414414414,0.036036036036036036,20+
1030,2025-03-26,Snapchat,Social,17.89,3,9,False,0.5030743432084963,0.16769144773616546,10-20
1050,2025-03-27,Facebook,Social,8.14,4,10,False,1.2285012285012284,0.49140049140049136,5-10
1054,2025-03-28,Chrome,Utilities,10.18,3,5,False,0.4911591355599214,0.29469548133595286,10-20
1001,2025-03-29,WhatsApp,Social,36.72,5,5,False,0.13616557734204793,0.13616557734204793,20+
1021,2025-03-30,Evernote,Productivity,68.02,3,5,True,0.07350779182593355,0.04410467509556013,20+
1039,2025-03-31,WhatsApp,Social,8.91,2,3,False,0.3367003367003367,0.2244668911335578,5-10
1001,2025-04-01,WhatsApp,Social,3.9,3,3,False,0.7692307692307693,0.7692307692307693,2-5
1076,2025-04-02,Instagram,Social,18.99,0,5,False,0.26329647182727756,0.0,10-20
1037,2025-04-03,WhatsApp,Social,41.27,1,7,False,0.1696147322510298,0.0242306760358614,20+
1069,2025-04-04,WhatsApp,Social,39.72,2,12,False,0.3021148036253776,0.050352467270896276,20+
1032,2025-04-05,Instagram,Social,2.6,4,5,False,1.923076923076923,1.5384615384615383,2-5
1068,2025-04-06,Twitch,Entertainment,53.45,3,6,False,0.11225444340505145,0.05612722170252572,20+
1085,2025-04-07,TikTok,Entertainment,7.01,2,4,False,0.5706134094151213,0.28530670470756064,5-10
1029,2025-04-08,Weather,Utilities,43.36,2,6,False,0.13837638376383765,0.046125461254612546,20+
1043,2025-04-09,Twitch,Entertainment,30.3,1,4,False,0.132013201320132,0.033003300330033,20+
1011,2025-04-10,Chrome,Utilities,4.03,0,8,False,1.9851116625310172,0.0,2-5
1007,2025-04-11,Weather,Utilities,37.65,3,4,False,0.10624169986719788,0.0796812749003984,20+
1036,2025-04-12,Google Maps,Utilities,13.83,3,6,False,0.43383947939262474,0.21691973969631237,10-20
1049,2025-04-13,TikTok,Entertainment,9.84,2,12,False,1.2195121951219512,0.2032520325203252,5-10
1046,2025-04-14,Spotify,Entertainment,30.23,2,4,False,0.13231888852133641,0.06615944426066821,20+
1096,2025-04-15,Weather,Utilities,20.25,2,4,False,0.19753086419753085,0.09876543209876543,20+
1004,2025-04-16,Snapchat,Social,53.19,5,4,False,0.07520210565895845,0.09400263207369806,20+
1003,2025-04-17,Camera,Utilities,21.09,4,3,False,0.1422475106685633,0.1896633475580844,20+
1016,2025-04-18,Netflix,Entertainment,34.43,2,8,False,0.23235550392099913,0.05808887598024978,20+
1046,2025-04-19,Facebook,Social,1.81,2,7,False,3.867403314917127,1.1049723756906078,0-2
1031,2025-04-20,Microsoft Teams,Productivity,23.94,3,3,True,0.12531328320802004,0.12531328320802004,20+
1086,2025-04-21,WhatsApp,Social,5.5,0,12,False,2.1818181818181817,0.0,5-10
1042,2025-04-22,Weather,Utilities,3.66,4,3,False,0.819672131147541,1.0928961748633879,2-5
1096,2025-04-23,Instagram,Social,49.78,1,4,False,0.08035355564483729,0.020088388911209322,20+
1071,2025-04-24,Twitch,Entertainment,1.06,1,5,False,4.716981132075471,0.9433962264150942,0-2
1023,2025-04-25,Google Maps,Utilities,45.77,2,2,False,0.043696744592527856,0.043696744592527856,20+
1044,2025-04-26,Twitter,Social,29.9,0,6,False,0.20066889632107024,0.0,20+
1076,2025-04-27,Gmail,Utilities,59.13,0,3,False,0.050735667174023336,0.0,20+
1020,2025-04-28,Weather,Utilities,4.85,1,5,False,1.0309278350515465,0.2061855670103093,2-5
1047,2025-04-29,Camera,Utilities,20.25,2,5,False,0.24691358024691357,0.09876543209876543,20+
1005,2025-04-30,Google Maps,Utilities,38.76,1,4,False,0.10319917440660475,0.02579979360165119,20+
1055,2025-05-01,Twitter,Social,102.75,2,3,False,0.029197080291970802,0.019464720194647202,20+
1095,2025-05-02,Camera,Utilities,73.66,1,3,False,0.040727667662231876,0.013575889220743959,20+
1034,2025-05-03,Google Maps,Utilities,45.09,1,6,False,0.1330671989354624,0.022177866489243733,20+
1084,2025-05-04,Slack,Productivity,31.55,4,9,True,0.28526148969889065,0.12678288431061807,20+
1001,2025-05-05,Snapchat,Social,13.49,1,5,False,0.37064492216456635,0.07412898443291327,10-20
1018,2025-05-06,Google Docs,Productivity,21.91,5,5,True,0.22820629849383842,0.22820629849383842,20+
1079,2025-05-07,Snapchat,Social,17.06,0,4,False,0.2344665885111372,0.0,10-20
1071,2025-05-08,TikTok,Entertainment,33.67,1,7,False,0.20790020790020788,0.0297000297000297,20+
1022,2025-05-09,Notion,Productivity,5.75,4,9,True,1.565217391304348,0.6956521739130435,5-10
1078,2025-05-10,Google Docs,Productivity,3.32,0,5,True,1.5060240963855422,0.0,2-5
1021,2025-05-11,Google Docs,Productivity,9.39,3,4,True,0.4259850905218317,0.3194888178913738,5-10
1095,2025-05-12,Twitch,Entertainment,18.12,0,3,False,0.16556291390728475,0.0,10-20
1019,2025-05-13,Notion,Productivity,2.91,5,4,True,1.3745704467353952,1.7182130584192439,2-5
1022,2025-05-14,Snapchat,Social,16.11,1,5,False,0.31036623215394166,0.062073246430788334,10-20
1071,2025-05-15,Weather,Utilities,20.22,1,4,False,0.19782393669634027,0.04945598417408507,20+
1023,2025-05-16,Evernote,Productivity,24.14,3,4,True,0.16570008285004142,0.12427506213753106,20+
1034,2025-05-17,Google Maps,Utilities,0.67,0,3,False,4.477611940298507,0.0,0-2
1020,2025-05-18,YouTube,Entertainment,37.65,0,5,False,0.13280212483399734,0.0,20+
1017,2025-05-19,Microsoft Teams,Productivity,24.88,0,8,True,0.3215434083601286,0.0,20+
1077,2025-05-20,Facebook,Social,25.82,2,2,False,0.07745933384972889,0.07745933384972889,20+
1068,2025-05-21,Microsoft Teams,Productivity,3.5,4,5,True,1.4285714285714286,1.1428571428571428,2-5
1090,2025-05-22,Google Maps,Utilities,55.3,1,5,False,0.09041591320072333,0.018083182640144666,20+
1029,2025-05-23,Gmail,Utilities,28.41,1,6,False,0.21119324181626187,0.03519887363604365,20+
1057,2025-05-24,Microsoft Teams,Productivity,13.93,3,6,True,0.43072505384063176,0.21536252692031588,10-20
1007,2025-05-25,Spotify,Entertainment,14.09,2,4,False,0.28388928317955997,0.14194464158977999,10-20
1069,2025-05-26,Camera,Utilities,2.2,4,5,False,2.2727272727272725,1.8181818181818181,2-5
1091,2025-05-27,Facebook,Social,47.31,1,8,False,0.16909744240118368,0.02113718030014796,20+
1072,2025-05-28,Camera,Utilities,6.15,3,7,False,1.1382113821138211,0.4878048780487805,5-10
1054,2025-05-29,Spotify,Entertainment,4.7,2,4,False,0.851063829787234,0.425531914893617,2-5
1081,2025-05-30,Slack,Productivity,61.13,1,3,True,0.049075740225748406,0.016358580075249467,20+
1095,2025-05-31,Evernote,Productivity,15.05,3,6,True,0.39867109634551495,0.19933554817275748,10-20
1073,2025-06-01,Chrome,Utilities,39.93,1,9,False,0.22539444027047334,0.02504382669671926,20+
1001,2025-06-02,Slack,Productivity,4.18,0,6,True,1.4354066985645935,0.0,2-5
1025,2025-06-03,Spotify,Entertainment,25.36,1,3,False,0.11829652996845426,0.03943217665615142,20+
1067,2025-06-04,YouTube,Entertainment,40.04,3,4,False,0.0999000999000999,0.07492507492507493,20+
1099,2025-06-05,Twitch,Entertainment,8.92,3,2,False,0.2242152466367713,0.336322869955157,5-10
1029,2025-06-06,Evernote,Productivity,9.01,2,4,True,0.4439511653718091,0.22197558268590456,5-10
1023,2025-06-07,Twitch,Entertainment,14.9,4,7,False,0.4697986577181208,0.2684563758389262,10-20
1005,2025-06-08,WhatsApp,Social,19.98,3,3,False,0.15015015015015015,0.15015015015015015,10-20
1045,2025-06-09,Notion,Productivity,12.25,0,3,True,0.24489795918367346,0.0,10-20
1037,2025-06-10,Netflix,Entertainment,36.94,3,4,False,0.10828370330265295,0.08121277747698971,20+
1007,2025-06-11,Weather,Utilities,22.17,5,5,False,0.22552999548940006,0.22552999548940006,20+
1029,2025-06-12,Netflix,Entertainment,24.13,1,5,False,0.20721094073767096,0.04144218814753419,20+
1026,2025-06-13,Camera,Utilities,5.21,3,7,False,1.3435700575815739,0.5758157389635317,5-10
1009,2025-06-14,Spotify,Entertainment,12.18,1,5,False,0.41050903119868637,0.08210180623973727,10-20
1021,2025-06-15,Chrome,Utilities,2.42,2,3,False,1.2396694214876034,0.8264462809917356,2-5
1076,2025-06-16,Twitch,Entertainment,19.55,3,8,False,0.4092071611253197,0.1534526854219949,10-20
1005,2025-06-17,Microsoft Teams,Productivity,67.2,1,3,True,0.044642857142857144,0.01488095238095238,20+
1050,2025-06-18,Google Maps,Utilities,63.36,3,3,False,0.04734848484848485,0.04734848484848485,20+
1065,2025-06-19,Camera,Utilities,93.37,3,4,False,0.04284031273428296,0.03213023455071222,20+
1098,2025-06-20,WhatsApp,Social,36.46,2,5,False,0.13713658804168952,0.05485463521667581,20+
1047,2025-06-21,Weather,Utilities,20.34,1,5,False,0.2458210422812193,0.049164208456243856,20+
1066,2025-06-22,Weather,Utilities,60.67,1,5,False,0.08241305422778968,0.016482610845557934,20+
1090,2025-06-23,Chrome,Utilities,22.23,0,4,False,0.1799370220422852,0.0,20+
1073,2025-06-24,Facebook,Social,11.81,2,1,False,0.0846740050804403,0.1693480101608806,10-20
1000,2025-06-25,WhatsApp,Social,90.65,1,2,False,0.02206287920573635,0.011031439602868174,20+
1045,2025-06-26,Facebook,Social,12.73,2,5,False,0.3927729772191673,0.15710919088766692,10-20
1033,2025-06-27,Google Docs,Productivity,0.6,3,6,True,10.0,5.0,0-2
1050,2025-06-28,Chrome,Utilities,37.56,2,2,False,0.05324813631522896,0.05324813631522896,20+
1079,2025-06-29,Netflix,Entertainment,19.16,1,5,False,0.2609603340292276,0.05219206680584551,10-20
1023,2025-06-30,Evernote,Productivity,29.16,1,5,True,0.17146776406035666,0.03429355281207133,20+
1023,2025-07-01,YouTube,Entertainment,23.92,1,3,False,0.1254180602006689,0.04180602006688963,20+
1053,2025-07-02,Weather,Utilities,6.34,6,5,False,0.7886435331230284,0.9463722397476341,5-10
1018,2025-07-03,TikTok,Entertainment,98.93,2,9,False,0.0909734155463459,0.020216314565854644,20+
1079,2025-07-04,Twitter,Social,61.78,1,7,False,0.11330527678860472,0.016186468112657816,20+
1042,2025-07-05,Netflix,Entertainment,10.34,0,4,False,0.3868471953578337,0.0,10-20
1009,2025-07-06,Facebook,Social,168.18,1,7,False,0.04162207158996313,0.005946010227137591,20+
1008,2025-07-07,Slack,Productivity,15.97,3,9,True,0.5635566687539135,0.18785222291797118,10-20
1026,2025-07-08,Evernote,Productivity,7.09,2,3,True,0.4231311706629055,0.2820874471086037,5-10
1021,2025-07-09,Facebook,Social,12.26,4,1,False,0.08156606851549755,0.3262642740619902,10-20
1056,2025-07-10,Microsoft Teams,Productivity,11.29,0,3,True,0.26572187776793627,0.0,10-20
1027,2025-07-11,Gmail,Utilities,1.91,2,7,False,3.6649214659685865,1.0471204188481675,0-2
1062,2025-07-12,Gmail,Utilities,10.48,0,3,False,0.2862595419847328,0.0,10-20
1038,2025-07-13,Spotify,Entertainment,8.72,1,6,False,0.6880733944954128,0.1146788990825688,5-10
1060,2025-07-14,Snapchat,Social,41.16,0,9,False,0.2186588921282799,0.0,20+
1039,2025-07-15,WhatsApp,Social,9.11,2,1,False,0.10976948408342481,0.21953896816684962,5-10
1025,2025-07-16,Camera,Utilities,1.87,2,7,False,3.7433155080213902,1.06951871657754,0-2
1097,2025-07-17,Snapchat,Social,60.32,0,6,False,0.09946949602122016,0.0,20+
1094,2025-07-18,Snapchat,Social,18.48,1,5,False,0.27056277056277056,0.05411255411255411,10-20
1067,2025-07-19,WhatsApp,Social,102.61,1,10,False,0.09745638826625086,0.009745638826625085,20+
1098,2025-07-20,Weather,Utilities,8.23,0,2,False,0.24301336573511542,0.0,5-10
1006,2025-07-21,WhatsApp,Social,11.89,3,6,False,0.5046257359125316,0.2523128679562658,10-20
1096,2025-07-22,Camera,Utilities,45.32,2,3,False,0.06619593998234775,0.0441306266548985,20+
1094,2025-07-23,Instagram,Social,20.68,4,4,False,0.19342359767891684,0.19342359767891684,20+
1033,2025-07-24,Spotify,Entertainment,9.74,1,3,False,0.3080082135523614,0.1026694045174538,5-10
1060,2025-07-25,Weather,Utilities,93.67,4,4,False,0.04270310665100886,0.04270310665100886,20+
1015,2025-07-26,Netflix,Entertainment,11.26,4,2,False,0.17761989342806395,0.3552397868561279,10-20
1027,2025-07-27,Netflix,Entertainment,140.76,4,7,False,0.04973003694231316,0.028417163967036092,20+
1053,2025-07-28,Camera,Utilities,20.85,3,4,False,0.19184652278177458,0.14388489208633093,20+
1044,2025-07-29,Slack,Productivity,10.63,2,7,True,0.658513640639699,0.18814675446848542,10-20
1009,2025-07-30,Twitter,Social,37.12,0,9,False,0.24245689655172414,0.0,20+
1002,2025-07-31,Chrome,Utilities,55.94,1,5,False,0.08938148015731141,0.01787629603146228,20+
1028,2025-08-01,Slack,Productivity,34.89,0,5,True,0.14330753797649756,0.0,20+
1051,2025-08-02,Google Docs,Productivity,46.1,1,1,True,0.021691973969631236,0.021691973969631236,20+
1005,2025-08-03,Instagram,Social,23.57,4,5,False,0.21213406873143828,0.1697072549851506,20+
1000,2025-08-04,WhatsApp,Social,1.76,2,4,False,2.272727272727273,1.1363636363636365,0-2
1067,2025-08-05,Chrome,Utilities,0.4,5,5,False,12.5,12.5,0-2
1066,2025-08-06,Slack,Productivity,24.03,3,6,True,0.24968789013732834,0.12484394506866417,20+
1036,2025-08-07,Microsoft Teams,Productivity,70.21,5,8,True,0.11394388263780089,0.07121492664862555,20+
1037,2025-01-20,Google Maps,Utilities,20.23,3,6,False,0.29658922392486403,0.14829461196243202,20+
1038,2025-01-21,YouTube,Entertainment,104.09,2,7,False,0.06724949562878278,0.019214141608223653,20+
1054,2025-01-22,Spotify,Entertainment,25.38,5,6,False,0.2364066193853428,0.19700551615445233,20+
1006,2025-01-23,Weather,Utilities,98.38,3,5,False,0.05082333807684489,0.030494002846106934,20+
1034,2025-01-24,Weather,Utilities,14.03,1,8,False,0.5702066999287242,0.07127583749109052,10-20
1067,2025-01-25,WhatsApp,Social,115.62,0,5,False,0.04324511330219685,0.0,20+
1010,2025-01-26,Google Docs,Productivity,18.83,0,3,True,0.15932023366967607,0.0,10-20
1028,2025-01-27,Slack,Productivity,4.67,1,4,True,0.8565310492505354,0.21413276231263384,2-5
1091,2025-01-28,Twitch,Entertainment,0.73,2,5,False,6.8493150684931505,2.73972602739726,0-2
1037,2025-01-29,Camera,Utilities,84.58,2,6,False,0.07093875620714117,0.023646252069047056,20+
1046,2025-01-30,Facebook,Social,13.48,2,3,False,0.22255192878338279,0.14836795252225518,10-20
1065,2025-01-31,Google Docs,Productivity,26.59,1,8,True,0.30086498683715684,0.037608123354644606,20+
1016,2025-02-01,Twitch,Entertainment,19.05,0,6,False,0.31496062992125984,0.0,10-20
1016,2025-02-02,Microsoft Teams,Productivity,24.89,2,4,True,0.16070711128967458,0.08035355564483729,20+
1061,2025-02-03,WhatsApp,Social,64.9,2,5,False,0.07704160246533127,0.03081664098613251,20+
1035,2025-02-04,Instagram,Social,29.11,1,6,False,0.20611473720371007,0.034352456200618345,20+
1080,2025-02-05,Microsoft Teams,Productivity,12.71,2,3,True,0.23603461841070023,0.15735641227380015,10-20
1080,2025-02-06,Google Docs,Productivity,13.14,1,4,True,0.30441400304414,0.076103500761035,10-20
1036,2025-02-07,Google Docs,Productivity,15.77,1,3,True,0.19023462270133165,0.06341154090044389,10-20
1048,2025-02-08,Weather,Utilities,28.27,1,7,False,0.24761230986911922,0.035373187124159884,20+
1038,2025-02-09,Evernote,Productivity,86.53,2,5,True,0.05778342771293193,0.023113371085172772,20+
1006,2025-02-10,Google Docs,Productivity,10.97,2,7,True,0.6381039197812215,0.18231540565177756,10-20
1009,2025-02-11,Microsoft Teams,Productivity,1.37,4,5,True,3.64963503649635,2.9197080291970803,0-2
1099,2025-02-12,Spotify,Entertainment,26.75,4,4,False,0.14953271028037382,0.14953271028037382,20+
1073,2025-02-13,Weather,Utilities,33.81,2,4,False,0.11830819284235433,0.059154096421177166,20+
1021,2025-02-14,Twitter,Social,40.08,3,7,False,0.17465069860279442,0.07485029940119761,20+
1009,2025-02-15,Snapchat,Social,3.75,0,4,False,1.0666666666666667,0.0,2-5
1034,2025-02-16,Gmail,Utilities,1.94,2,3,False,1.5463917525773196,1.0309278350515465,0-2
1022,2025-02-17,Twitter,Social,36.58,1,3,False,0.08201202843083652,0.02733734281027884,20+
1035,2025-02-18,Google Docs,Productivity,15.2,1,3,True,0.19736842105263158,0.06578947368421052,10-20
1084,2025-02-19,Slack,Productivity,23.53,6,5,True,0.21249468763280918,0.254993625159371,20+
1073,2025-02-20,Google Maps,Utilities,50.97,1,7,False,0.13733568765940748,0.019619383951343928,20+
1085,2025-02-21,Gmail,Utilities,133.09,1,5,False,0.0375685626267939,0.0075137125253587796,20+
1080,2025-02-22,Twitter,Social,18.63,4,3,False,0.16103059581320453,0.2147074610842727,10-20
1008,2025-02-23,Google Maps,Utilities,10.45,2,5,False,0.47846889952153115,0.19138755980861244,10-20
1073,2025-02-24,Snapchat,Social,46.14,1,8,False,0.17338534893801474,0.021673168617251843,20+
1093,2025-02-25,Microsoft Teams,Productivity,21.48,2,6,True,0.27932960893854747,0.0931098696461825,20+
1075,2025-02-26,Twitter,Social,35.75,3,9,False,0.2517482517482518,0.08391608391608392,20+
1024,2025-02-27,Camera,Utilities,45.54,1,5,False,0.10979358805445762,0.021958717610891524,20+
1100,2025-02-28,WhatsApp,Social,88.65,2,6,False,0.0676818950930626,0.022560631697687534,20+
1051,2025-03-01,Gmail,Utilities,15.36,0,4,False,0.2604166666666667,0.0,10-20
1007,2025-03-02,Weather,Utilities,17.22,3,5,False,0.29036004645760743,0.17421602787456447,10-20
1090,2025-03-03,Gmail,Utilities,6.9,0,8,False,1.1594202898550725,0.0,5-10
1064,2025-03-04,Netflix,Entertainment,6.53,0,10,False,1.5313935681470137,0.0,5-10
1001,2025-03-05,Microsoft Teams,Productivity,40.75,2,3,True,0.0736196319018405,0.049079754601226995,20+
1099,2025-03-06,Gmail,Utilities,86.93,2,5,False,0.05751754285056942,0.023007017140227768,20+
1088,2025-03-07,Snapchat,Social,65.85,1,8,False,0.12148823082763859,0.015186028853454823,20+
1091,2025-03-08,Camera,Utilities,39.69,3,6,False,0.15117157974300832,0.07558578987150416,20+
1005,2025-03-09,Google Docs,Productivity,70.22,4,3,True,0.04272287097692965,0.05696382796923953,20+
1036,2025-03-10,WhatsApp,Social,20.34,2,4,False,0.19665683382497542,0.09832841691248771,20+
1097,2025-03-11,Weather,Utilities,12.75,2,6,False,0.47058823529411764,0.1568627450980392,10-20
1021,2025-03-12,Snapchat,Social,10.58,2,8,False,0.7561436672967864,0.1890359168241966,10-20
1090,2025-03-13,Twitch,Entertainment,2.61,5,5,False,1.9157088122605366,1.9157088122605366,2-5
1081,2025-03-14,Facebook,Social,21.22,1,7,False,0.3298774740810556,0.047125353440150806,20+
1099,2025-03-15,Gmail,Utilities,7.25,4,8,False,1.103448275862069,0.5517241379310345,5-10
1056,2025-03-16,Google Docs,Productivity,21.36,2,3,True,0.1404494382022472,0.09363295880149813,20+
1032,2025-03-17,Google Docs,Productivity,32.69,1,5,True,0.15295197308045275,0.03059039461609055,20+
1063,2025-03-18,Notion,Productivity,4.3,1,5,True,1.1627906976744187,0.23255813953488372,2-5
1091,2025-03-19,Slack,Productivity,10.17,2,4,True,0.39331366764995085,0.19665683382497542,10-20
1059,2025-03-20,Facebook,Social,11.35,2,2,False,0.1762114537444934,0.1762114537444934,10-20
1026,2025-03-21,Google Maps,Utilities,11.11,2,3,False,0.27002700270027,0.18001800180018002,10-20
1015,2025-03-22,YouTube,Entertainment,71.7,1,4,False,0.05578800557880056,0.01394700139470014,20+
1076,2025-03-23,YouTube,Entertainment,0.64,2,7,False,10.9375,3.125,0-2
1092,2025-03-24,Slack,Productivity,23.31,2,7,True,0.3003003003003003,0.0858000858000858,20+
1014,2025-03-25,Microsoft Teams,Productivity,15.22,2,4,True,0.2628120893561104,0.1314060446780552,10-20
1078,2025-03-26,Instagram,Social,24.1,2,3,False,0.12448132780082986,0.08298755186721991,20+
1100,2025-03-27,Gmail,Utilities,31.75,1,9,False,0.28346456692913385,0.031496062992125984,20+
1077,2025-03-28,Google Maps,Utilities,21.66,2,4,False,0.18467220683287164,0.09233610341643582,20+
1012,2025-03-29,Snapchat,Social,37.59,2,3,False,0.07980845969672784,0.05320563979781857,20+
1079,2025-03-30,Netflix,Entertainment,3.23,2,2,False,0.6191950464396285,0.6191950464396285,2-5
1056,2025-03-31,Google Maps,Utilities,21.67,1,6,False,0.27688047992616516,0.046146746654360866,20+
1014,2025-04-01,Instagram,Social,5.92,4,8,False,1.3513513513513513,0.6756756756756757,5-10
1044,2025-04-02,Chrome,Utilities,18.79,3,3,False,0.15965939329430548,0.15965939329430548,10-20
1015,2025-04-03,Facebook,Social,8.31,0,3,False,0.3610108303249097,0.0,5-10
