user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive
1054,5/29/2025,Spotify,Entertainment,4.7,2,4,FALSE
1081,5/30/2025,Slack,Productivity,61.13,1,3,TRUE
1095,5/31/2025,Evernote,Productivity,15.05,3,6,TRUE
1073,6/1/2025,Chrome,Utilities,39.93,1,9,FALSE
1001,6/2/2025,Slack,Productivity,4.18,0,6,TRUE
1025,6/3/2025,Spotify,Entertainment,25.36,1,3,FALSE
1067,6/4/2025,YouTube,Entertainment,40.04,3,4,FALSE
1099,6/5/2025,Twitch,Entertainment,8.92,3,2,FALSE
1029,6/6/2025,Evernote,Productivity,9.01,2,4,TRUE
1023,6/7/2025,Twitch,Entertainment,14.9,4,7,FALSE
1005,6/8/2025,WhatsApp,Social,19.98,3,3,FALSE
1045,6/9/2025,Notion,Productivity,12.25,0,3,TRUE
1037,6/10/2025,Netflix,Entertainment,36.94,3,4,FALSE
1007,6/11/2025,Weather,Utilities,22.17,5,5,FALSE
1029,6/12/2025,Netflix,Entertainment,24.13,1,5,FALSE
1026,6/13/2025,Camera,Utilities,5.21,3,7,FALSE
1009,6/14/2025,Spotify,Entertainment,12.18,1,5,FALSE
1021,6/15/2025,Chrome,Utilities,2.42,2,3,FALSE
1076,6/16/2025,Twitch,Entertainment,19.55,3,8,FALSE
1005,6/17/2025,Microsoft Teams,Productivity,67.2,1,3,TRUE
1050,6/18/2025,Google Maps,Utilities,63.36,3,3,FALSE
1065,6/19/2025,Camera,Utilities,93.37,3,4,FALSE
1098,6/20/2025,WhatsApp,Social,36.46,2,5,FALSE
1047,6/21/2025,Weather,Utilities,20.34,1,5,FALSE
1066,6/22/2025,Weather,Utilities,60.67,1,5,FALSE
1090,6/23/2025,Chrome,Utilities,22.23,0,4,FALSE
1073,6/24/2025,Facebook,Social,11.81,2,1,FALSE
1000,6/25/2025,WhatsApp,Social,90.65,1,2,FALSE
1045,6/26/2025,Facebook,Social,12.73,2,5,FALSE
1033,6/27/2025,Google Docs,Productivity,0.6,3,6,TRUE
1050,6/28/2025,Chrome,Utilities,37.56,2,2,FALSE
1079,6/29/2025,Netflix,Entertainment,19.16,1,5,FALSE
1023,6/30/2025,Evernote,Productivity,29.16,1,5,TRUE
1023,7/1/2025,YouTube,Entertainment,23.92,1,3,FALSE
1053,7/2/2025,Weather,Utilities,6.34,6,5,FALSE
1018,7/3/2025,TikTok,Entertainment,98.93,2,9,FALSE
1079,7/4/2025,Twitter,Social,61.78,1,7,FALSE
1042,7/5/2025,Netflix,Entertainment,10.34,0,4,FALSE
1009,7/6/2025,Facebook,Social,168.18,1,7,FALSE
1008,7/7/2025,Slack,Productivity,15.97,3,9,TRUE
1026,7/8/2025,Evernote,Productivity,7.09,2,3,TRUE
1021,7/9/2025,Facebook,Social,12.26,4,1,FALSE
1056,7/10/2025,Microsoft Teams,Productivity,11.29,0,3,TRUE
1027,7/11/2025,Gmail,Utilities,1.91,2,7,FALSE
1062,7/12/2025,Gmail,Utilities,10.48,0,3,FALSE
1038,7/13/2025,Spotify,Entertainment,8.72,1,6,FALSE
1060,7/14/2025,Snapchat,Social,41.16,0,9,FALSE
1039,7/15/2025,WhatsApp,Social,9.11,2,1,FALSE
1025,7/16/2025,Camera,Utilities,1.87,2,7,FALSE
1097,7/17/2025,Snapchat,Social,60.32,0,6,FALSE
1094,7/18/2025,Snapchat,Social,18.48,1,5,FALSE
1067,7/19/2025,WhatsApp,Social,102.61,1,10,FALSE
1098,7/20/2025,Weather,Utilities,8.23,0,2,FALSE
1006,7/21/2025,WhatsApp,Social,11.89,3,6,FALSE
1096,7/22/2025,Camera,Utilities,45.32,2,3,FALSE
1094,7/23/2025,Instagram,Social,20.68,4,4,FALSE
1033,7/24/2025,Spotify,Entertainment,9.74,1,3,FALSE
1060,7/25/2025,Weather,Utilities,93.67,4,4,FALSE
1015,7/26/2025,Netflix,Entertainment,11.26,4,2,FALSE
1027,7/27/2025,Netflix,Entertainment,140.76,4,7,FALSE
1053,7/28/2025,Camera,Utilities,20.85,3,4,FALSE
1044,7/29/2025,Slack,Productivity,10.63,2,7,TRUE
1009,7/30/2025,Twitter,Social,37.12,0,9,FALSE
1002,7/31/2025,Chrome,Utilities,55.94,1,5,FALSE
1028,8/1/2025,Slack,Productivity,34.89,0,5,TRUE
1051,8/2/2025,Google Docs,Productivity,46.1,1,1,TRUE
1005,8/3/2025,Instagram,Social,23.57,4,5,FALSE
1000,8/4/2025,WhatsApp,Social,1.76,2,4,FALSE
1067,8/5/2025,Chrome,Utilities,0.4,5,5,FALSE
1066,8/6/2025,Slack,Productivity,24.03,3,6,TRUE
1036,8/7/2025,Microsoft Teams,Productivity,70.21,5,8,TRUE
1037,1/20/2025,Google Maps,Utilities,20.23,3,6,FALSE
1038,1/21/2025,YouTube,Entertainment,104.09,2,7,FALSE
1054,1/22/2025,Spotify,Entertainment,25.38,5,6,FALSE
1006,1/23/2025,Weather,Utilities,98.38,3,5,FALSE
1034,1/24/2025,Weather,Utilities,14.03,1,8,FALSE
1067,1/25/2025,WhatsApp,Social,115.62,0,5,FALSE
1010,1/26/2025,Google Docs,Productivity,18.83,0,3,TRUE
1028,1/27/2025,Slack,Productivity,4.67,1,4,TRUE
1091,1/28/2025,Twitch,Entertainment,0.73,2,5,FALSE
1037,1/29/2025,Camera,Utilities,84.58,2,6,FALSE
1046,1/30/2025,Facebook,Social,13.48,2,3,FALSE
1065,1/31/2025,Google Docs,Productivity,26.59,1,8,TRUE
1016,2/1/2025,Twitch,Entertainment,19.05,0,6,FALSE
1016,2/2/2025,Microsoft Teams,Productivity,24.89,2,4,TRUE
1061,2/3/2025,WhatsApp,Social,64.9,2,5,FALSE
1035,2/4/2025,Instagram,Social,29.11,1,6,FALSE
1080,2/5/2025,Microsoft Teams,Productivity,12.71,2,3,TRUE
1080,2/6/2025,Google Docs,Productivity,13.14,1,4,TRUE
1036,2/7/2025,Google Docs,Productivity,15.77,1,3,TRUE
1048,2/8/2025,Weather,Utilities,28.27,1,7,FALSE
1038,2/9/2025,Evernote,Productivity,86.53,2,5,TRUE
1006,2/10/2025,Google Docs,Productivity,10.97,2,7,TRUE
1009,2/11/2025,Microsoft Teams,Productivity,1.37,4,5,TRUE
1099,2/12/2025,Spotify,Entertainment,26.75,4,4,FALSE
1073,2/13/2025,Weather,Utilities,33.81,2,4,FALSE
1021,2/14/2025,Twitter,Social,40.08,3,7,FALSE
1009,2/15/2025,Snapchat,Social,3.75,0,4,FALSE
1034,2/16/2025,Gmail,Utilities,1.94,2,3,FALSE
1022,2/17/2025,Twitter,Social,36.58,1,3,FALSE
1035,2/18/2025,Google Docs,Productivity,15.2,1,3,TRUE
1084,2/19/2025,Slack,Productivity,23.53,6,5,TRUE
1073,2/20/2025,Google Maps,Utilities,50.97,1,7,FALSE
1085,2/21/2025,Gmail,Utilities,133.09,1,5,FALSE
1080,2/22/2025,Twitter,Social,18.63,4,3,FALSE
1008,2/23/2025,Google Maps,Utilities,10.45,2,5,FALSE
1073,2/24/2025,Snapchat,Social,46.14,1,8,FALSE
1093,2/25/2025,Microsoft Teams,Productivity,21.48,2,6,TRUE
1075,2/26/2025,Twitter,Social,35.75,3,9,FALSE
1024,2/27/2025,Camera,Utilities,45.54,1,5,FALSE
1100,2/28/2025,WhatsApp,Social,88.65,2,6,FALSE
1051,3/1/2025,Gmail,Utilities,15.36,0,4,FALSE
1007,3/2/2025,Weather,Utilities,17.22,3,5,FALSE
1090,3/3/2025,Gmail,Utilities,6.9,0,8,FALSE
1064,3/4/2025,Netflix,Entertainment,6.53,0,10,FALSE
1001,3/5/2025,Microsoft Teams,Productivity,40.75,2,3,TRUE
1099,3/6/2025,Gmail,Utilities,86.93,2,5,FALSE
1088,3/7/2025,Snapchat,Social,65.85,1,8,FALSE
1091,3/8/2025,Camera,Utilities,39.69,3,6,FALSE
1005,3/9/2025,Google Docs,Productivity,70.22,4,3,TRUE
1036,3/10/2025,WhatsApp,Social,20.34,2,4,FALSE
1097,3/11/2025,Weather,Utilities,12.75,2,6,FALSE
1021,3/12/2025,Snapchat,Social,10.58,2,8,FALSE
1090,3/13/2025,Twitch,Entertainment,2.61,5,5,FALSE
1081,3/14/2025,Facebook,Social,21.22,1,7,FALSE
1099,3/15/2025,Gmail,Utilities,7.25,4,8,FALSE
1056,3/16/2025,Google Docs,Productivity,21.36,2,3,TRUE
1032,3/17/2025,Google Docs,Productivity,32.69,1,5,TRUE
1063,3/18/2025,Notion,Productivity,4.3,1,5,TRUE
1091,3/19/2025,Slack,Productivity,10.17,2,4,TRUE
1059,3/20/2025,Facebook,Social,11.35,2,2,FALSE
1026,3/21/2025,Google Maps,Utilities,11.11,2,3,FALSE
1015,3/22/2025,YouTube,Entertainment,71.7,1,4,FALSE
1076,3/23/2025,YouTube,Entertainment,0.64,2,7,FALSE
1092,3/24/2025,Slack,Productivity,23.31,2,7,TRUE
1014,3/25/2025,Microsoft Teams,Productivity,15.22,2,4,TRUE
1078,3/26/2025,Instagram,Social,24.1,2,3,FALSE
1100,3/27/2025,Gmail,Utilities,31.75,1,9,FALSE
1077,3/28/2025,Google Maps,Utilities,21.66,2,4,FALSE
1012,3/29/2025,Snapchat,Social,37.59,2,3,FALSE
1079,3/30/2025,Netflix,Entertainment,3.23,2,2,FALSE
1056,3/31/2025,Google Maps,Utilities,21.67,1,6,FALSE
1014,4/1/2025,Instagram,Social,5.92,4,8,FALSE
1044,4/2/2025,Chrome,Utilities,18.79,3,3,FALSE
1015,4/3/2025,Facebook,Social,8.31,0,3,FALSE
1066,4/4/2025,Gmail,Utilities,54.89,1,4,FALSE
1023,4/5/2025,Evernote,Productivity,24.51,3,7,TRUE
1079,4/6/2025,Twitch,Entertainment,4.19,1,3,FALSE
1022,4/7/2025,Instagram,Social,16.68,1,1,FALSE
1060,4/8/2025,TikTok,Entertainment,1.11,2,4,FALSE
1056,4/9/2025,Google Docs,Productivity,76.96,2,2,TRUE
1086,4/10/2025,Instagram,Social,15.6,2,8,FALSE
1006,4/11/2025,Gmail,Utilities,44.21,2,7,FALSE
1042,4/12/2025,Instagram,Social,29.46,3,8,FALSE
1066,4/13/2025,Twitter,Social,6.08,1,8,FALSE
1005,4/14/2025,Evernote,Productivity,50.26,0,7,TRUE
1015,4/15/2025,Twitter,Social,63.15,0,4,FALSE
1042,4/16/2025,Notion,Productivity,54.07,3,2,TRUE
1011,4/17/2025,WhatsApp,Social,38.14,2,3,FALSE
1008,4/18/2025,Gmail,Utilities,1.98,3,2,FALSE
1073,4/19/2025,Notion,Productivity,3.77,1,4,TRUE
1065,4/20/2025,Microsoft Teams,Productivity,46.15,2,5,TRUE
1041,4/21/2025,Evernote,Productivity,2.65,1,2,TRUE
1055,4/22/2025,YouTube,Entertainment,12.8,2,8,FALSE
1002,4/23/2025,Microsoft Teams,Productivity,34.7,0,2,TRUE
1003,4/24/2025,Spotify,Entertainment,3.36,1,3,FALSE
1068,4/25/2025,YouTube,Entertainment,14.13,0,1,FALSE
1012,4/26/2025,Evernote,Productivity,31.68,1,4,TRUE
1078,4/27/2025,Twitter,Social,88.39,1,3,FALSE
1034,4/28/2025,Netflix,Entertainment,8.26,5,11,FALSE
1013,4/29/2025,WhatsApp,Social,84.42,1,6,FALSE
1094,4/30/2025,Facebook,Social,6.95,1,4,FALSE
1005,5/1/2025,Spotify,Entertainment,61.47,1,1,FALSE
1044,5/2/2025,YouTube,Entertainment,73.77,4,4,FALSE
1047,5/3/2025,Twitter,Social,5.37,2,4,FALSE
1027,5/4/2025,Facebook,Social,48.78,3,5,FALSE
1021,5/5/2025,Google Docs,Productivity,10.84,1,5,TRUE
1039,5/6/2025,TikTok,Entertainment,11.76,1,3,FALSE
1096,5/7/2025,Evernote,Productivity,26.86,3,5,TRUE
1044,5/8/2025,Camera,Utilities,67.35,2,8,FALSE
1099,5/9/2025,Facebook,Social,64.89,1,3,FALSE
1073,5/10/2025,Notion,Productivity,5.37,2,3,TRUE
1085,5/11/2025,Snapchat,Social,9.01,0,4,FALSE
1014,5/12/2025,Instagram,Social,134.82,1,5,FALSE
1006,5/13/2025,Twitch,Entertainment,28.89,1,11,FALSE
1094,5/14/2025,Twitter,Social,18.55,3,10,FALSE
1013,5/15/2025,Evernote,Productivity,117.82,2,8,TRUE
1001,5/16/2025,Evernote,Productivity,95.04,2,8,TRUE
1022,5/17/2025,Facebook,Social,124.84,4,4,FALSE
1007,5/18/2025,Weather,Utilities,4.64,2,5,FALSE
1038,5/19/2025,Netflix,Entertainment,141.37,2,5,FALSE
1014,5/20/2025,Twitter,Social,20.02,2,1,FALSE
1044,5/21/2025,Facebook,Social,2.81,2,8,FALSE
1005,5/22/2025,Netflix,Entertainment,38.99,3,5,FALSE
1029,5/23/2025,Instagram,Social,20.53,1,4,FALSE
1013,5/24/2025,TikTok,Entertainment,9.98,2,4,FALSE
1014,5/25/2025,Netflix,Entertainment,26.57,2,5,FALSE
1016,5/26/2025,Google Docs,Productivity,1.18,2,6,TRUE
1022,5/27/2025,Google Docs,Productivity,31.58,3,2,TRUE
1087,5/28/2025,Microsoft Teams,Productivity,31.47,4,3,TRUE
1047,5/29/2025,Google Docs,Productivity,26.74,2,5,TRUE
1048,5/30/2025,Weather,Utilities,4.08,0,5,FALSE
1047,5/31/2025,Twitch,Entertainment,30.22,2,2,FALSE
1004,6/1/2025,Snapchat,Social,15.95,3,2,FALSE
1053,6/2/2025,Gmail,Utilities,23.67,2,8,FALSE
1053,6/3/2025,Slack,Productivity,27.23,0,4,TRUE
1072,6/4/2025,Netflix,Entertainment,11.42,1,8,FALSE
1034,6/5/2025,Snapchat,Social,21.78,1,9,FALSE
1038,6/6/2025,Notion,Productivity,33.2,2,6,TRUE
1088,6/7/2025,Twitch,Entertainment,4.51,2,1,FALSE
1086,6/8/2025,Twitch,Entertainment,38.31,0,2,FALSE
1074,6/9/2025,Google Maps,Utilities,53.35,2,3,FALSE
1097,6/10/2025,Google Docs,Productivity,48.4,1,5,TRUE
1053,6/11/2025,Facebook,Social,35.4,1,4,FALSE
1012,6/12/2025,Twitch,Entertainment,28.18,1,3,FALSE
1014,6/13/2025,Netflix,Entertainment,5.83,2,1,FALSE
1046,6/14/2025,YouTube,Entertainment,5.94,1,8,FALSE
1086,6/15/2025,Gmail,Utilities,108.1,1,5,FALSE
1079,6/16/2025,TikTok,Entertainment,10.89,1,7,FALSE
1081,6/17/2025,TikTok,Entertainment,27.09,4,3,FALSE
1096,6/18/2025,Evernote,Productivity,71.26,7,6,TRUE
1058,6/19/2025,Google Maps,Utilities,10.77,4,5,FALSE
1036,6/20/2025,Google Maps,Utilities,7.73,5,4,FALSE
1059,6/21/2025,Notion,Productivity,30.16,1,2,TRUE
1026,6/22/2025,Google Docs,Productivity,17.74,2,5,TRUE
1000,6/23/2025,Weather,Utilities,15.95,2,3,FALSE
1072,6/24/2025,Twitter,Social,2.96,3,7,FALSE
1021,6/25/2025,Slack,Productivity,55.61,1,3,TRUE
1021,6/26/2025,Snapchat,Social,56.89,2,1,FALSE
1050,6/27/2025,Gmail,Utilities,105.96,0,8,FALSE
1058,6/28/2025,Chrome,Utilities,103.32,3,5,FALSE
1011,6/29/2025,Facebook,Social,9.2,4,4,FALSE
1025,6/30/2025,TikTok,Entertainment,82.22,2,5,FALSE
1047,7/1/2025,Twitch,Entertainment,1.03,0,4,FALSE
1033,7/2/2025,Google Maps,Utilities,10.53,2,1,FALSE
1058,7/3/2025,Facebook,Social,6.24,0,5,FALSE
1039,7/4/2025,Gmail,Utilities,24.86,2,11,FALSE
1077,7/5/2025,Netflix,Entertainment,35.91,2,2,FALSE
1017,7/6/2025,Evernote,Productivity,2.65,0,11,TRUE
1029,7/7/2025,Google Docs,Productivity,0.01,5,8,TRUE
1083,7/8/2025,Spotify,Entertainment,49.95,4,6,FALSE
1082,7/9/2025,WhatsApp,Social,14.68,3,6,FALSE
1049,7/10/2025,Microsoft Teams,Productivity,13.56,2,2,TRUE
1057,7/11/2025,Chrome,Utilities,22.7,2,8,FALSE
1053,7/12/2025,Camera,Utilities,27.9,0,3,FALSE
1092,7/13/2025,Gmail,Utilities,5.56,3,7,FALSE
1098,7/14/2025,Gmail,Utilities,31.11,4,4,FALSE
1032,7/15/2025,Weather,Utilities,18.92,2,6,FALSE
1087,7/16/2025,Netflix,Entertainment,23.33,1,0,FALSE
1000,7/17/2025,Notion,Productivity,2.78,2,2,TRUE
1053,7/18/2025,Notion,Productivity,24.17,1,2,TRUE
1037,7/19/2025,Evernote,Productivity,35.93,2,4,TRUE
1097,7/20/2025,Gmail,Utilities,26.13,2,8,FALSE
1033,7/21/2025,Twitch,Entertainment,37.71,3,5,FALSE
1055,7/22/2025,Google Docs,Productivity,4.37,3,5,TRUE
1096,7/23/2025,Chrome,Utilities,64.23,3,8,FALSE
1097,7/24/2025,Facebook,Social,39.25,4,1,FALSE
1003,7/25/2025,Twitch,Entertainment,9.62,4,8,FALSE
1001,7/26/2025,WhatsApp,Social,90.06,1,9,FALSE
1007,7/27/2025,Camera,Utilities,8.73,4,4,FALSE
1073,7/28/2025,Twitter,Social,6.19,1,8,FALSE
1048,7/29/2025,Instagram,Social,25.58,1,5,FALSE
1094,7/30/2025,Microsoft Teams,Productivity,40.94,4,4,TRUE
1046,7/31/2025,Netflix,Entertainment,11.19,3,7,FALSE
1091,8/1/2025,Gmail,Utilities,9.75,3,2,FALSE
1043,8/2/2025,Netflix,Entertainment,79.17,2,6,FALSE
1092,8/3/2025,YouTube,Entertainment,36.27,2,6,FALSE
1003,8/4/2025,Spotify,Entertainment,17.71,2,3,FALSE
1032,8/5/2025,Notion,Productivity,82.34,2,4,TRUE
1033,8/6/2025,Facebook,Social,10.76,3,5,FALSE
1066,8/7/2025,Twitch,Entertainment,0.65,0,4,FALSE
1007,1/20/2025,Spotify,Entertainment,23.68,3,6,FALSE
1062,1/21/2025,YouTube,Entertainment,22.1,2,4,FALSE
1049,1/22/2025,Google Maps,Utilities,53.4,4,4,FALSE
1005,1/23/2025,Evernote,Productivity,5.52,5,4,TRUE
1056,1/24/2025,Slack,Productivity,9.17,4,3,TRUE
1075,1/25/2025,Twitch,Entertainment,26.17,4,4,FALSE
1005,1/26/2025,Spotify,Entertainment,20.31,0,3,FALSE
1078,1/27/2025,Facebook,Social,5.27,3,6,FALSE
1067,1/28/2025,Google Docs,Productivity,42.76,2,2,TRUE
1057,1/29/2025,Gmail,Utilities,0.05,0,3,FALSE
1080,1/30/2025,Twitch,Entertainment,3.79,3,4,FALSE
1084,1/31/2025,Slack,Productivity,1.79,2,5,TRUE
1082,2/1/2025,Gmail,Utilities,2.05,3,6,FALSE
1086,2/2/2025,Weather,Utilities,12.82,2,9,FALSE
1046,2/3/2025,Spotify,Entertainment,64.69,3,8,FALSE
1096,2/4/2025,Netflix,Entertainment,3.35,2,1,FALSE
1085,2/5/2025,Google Docs,Productivity,16.11,3,3,TRUE
1009,2/6/2025,WhatsApp,Social,26.57,1,2,FALSE
1024,2/7/2025,Chrome,Utilities,29.42,4,5,FALSE
1062,2/8/2025,Notion,Productivity,46.87,1,1,TRUE
1008,2/9/2025,WhatsApp,Social,11.81,2,4,FALSE
1009,2/10/2025,Instagram,Social,32.82,1,3,FALSE
